taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
MN908947_3,B,,,,,,PANGO-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,Assigned from designation hash.
hCoV-19/Thailand/Bangkok-CONI-0772/2021|EPI_ISL_2348832|2021-05-15,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/PathumThani-CONI-0773/2021|EPI_ISL_2348833|2021-05-15,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok-CONI-0774/2021|EPI_ISL_2348834|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/Narathiwat-CONI-0721/2021|EPI_ISL_2348835|2021-05-13,B.1,0.0,1.0,B.1.351-like,0.714300,0.000000,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 4
hCoV-19/Thailand/Narathiwat-CONI-0722/2021|EPI_ISL_2348836|2021-05-13,B.1.351,0.0,1.0,B.1.351-like,0.642900,0.000000,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 5
hCoV-19/Thailand/DMSc-00011/2021|EPI_ISL_2350921|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.695700,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 16; Ref alleles 3; Amb alleles 4
hCoV-19/Thailand/DMSc-00013/2021|EPI_ISL_2350922|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00014/2021|EPI_ISL_2350923|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00016/2021|EPI_ISL_2350924|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00017/2021|EPI_ISL_2350925|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00018/2021|EPI_ISL_2350926|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.782600,0.087000,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 18; Ref alleles 2; Amb alleles 3
hCoV-19/Thailand/DMSc-00019/2021|EPI_ISL_2350927|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.608700,0.173900,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 14; Ref alleles 4; Amb alleles 5
hCoV-19/Thailand/DMSc-00020/2021|EPI_ISL_2350928|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00021/2021|EPI_ISL_2350929|2021-05-14,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00022/2021|EPI_ISL_2350930|2021-05-03,B.1.1.7,0.0,1.0,B.1.1.7-like,0.652200,0.173900,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 15; Ref alleles 4; Amb alleles 4
hCoV-19/Thailand/DMSc-00023/2021|EPI_ISL_2350931|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00024/2021|EPI_ISL_2350932|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00025/2021|EPI_ISL_2350933|2021-05-05,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00033/2021|EPI_ISL_2350941|2021-05-05,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00034/2021|EPI_ISL_2350942|2021-05-08,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00035/2021|EPI_ISL_2350943|2021-05-08,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/DMSc-00036/2021|EPI_ISL_2350944|2021-05-09,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00037/2021|EPI_ISL_2350945|2021-05-09,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00038/2021|EPI_ISL_2350946|2021-05-09,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00039/2021|EPI_ISL_2350947|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00040/2021|EPI_ISL_2350948|2021-05-08,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00041/2021|EPI_ISL_2350949|2021-04-03,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00042/2021|EPI_ISL_2350950|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00043/2021|EPI_ISL_2350951|2021-05-02,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00044/2021|EPI_ISL_2350952|2021-05-02,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00045/2021|EPI_ISL_2350953|2021-05-02,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00046/2021|EPI_ISL_2350954|2021-05-02,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00047/2021|EPI_ISL_2350955|2021-05-02,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00048/2021|EPI_ISL_2350956|2021-04-03,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00049/2021|EPI_ISL_2350957|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00050/2021|EPI_ISL_2350958|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00051/2021|EPI_ISL_2350959|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00052/2021|EPI_ISL_2350960|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00053/2021|EPI_ISL_2350961|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00054/2021|EPI_ISL_2350962|2021-04-07,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/DMSc-00055/2021|EPI_ISL_2350963|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00056/2021|EPI_ISL_2350964|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00057/2021|EPI_ISL_2350965|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00058/2021|EPI_ISL_2350966|2021-04-07,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/UDC302027-3/2020|EPI_ISL_450991|2020-04-10,A,0.0,0.999476850640858,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/UDC301088-3/2020|EPI_ISL_450992|2020-04-10,A,0.0,0.9990962494351558,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/12M2304TM41-3/2020|EPI_ISL_450993|2020-05-05,A,0.0,0.999476850640858,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/UDC302519-3/2020|EPI_ISL_450994|2020-03-14,A,0.0,0.9978880675818373,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU5-4/2020|EPI_ISL_450995|2020-01-31,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU14-4/2020|EPI_ISL_450996|2020-03-12,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU9-4/2020|EPI_ISL_450997|2020-03-14,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU10-4/2020|EPI_ISL_450998|2020-03-16,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU11-4/2020|EPI_ISL_450999|2020-03-16,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU12-4/2020|EPI_ISL_451000|2020-03-16,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/WU15-4/2020|EPI_ISL_451001|2020-03-17,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-167-4/2020|EPI_ISL_451002|2020-03-10,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-276-4/2020|EPI_ISL_451003|2020-03-13,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-329-4/2020|EPI_ISL_451004|2020-03-14,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-332-4/2020|EPI_ISL_451005|2020-03-14,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-370-4/2020|EPI_ISL_451006|2020-03-17,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-403-4/2020|EPI_ISL_451007|2020-03-16,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-751-4/2020|EPI_ISL_451008|2020-03-17,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-755-4/2020|EPI_ISL_451009|2020-03-17,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-892-4/2020|EPI_ISL_451010|2020-03-20,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-896-4/2020|EPI_ISL_451011|2020-03-20,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-902-4/2020|EPI_ISL_451012|2020-03-20,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-989-4/2020|EPI_ISL_451013|2020-03-14,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1017-4/2020|EPI_ISL_451014|2020-03-15,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1023-4/2020|EPI_ISL_451015|2020-03-15,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1170-4/2020|EPI_ISL_451016|2020-03-22,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1152-4/2020|EPI_ISL_451017|2020-03-22,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1324-4/2020|EPI_ISL_451018|2020-03-23,A,0.0,0.9969834087481146,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-1504-4/2020|EPI_ISL_451019|2020-03-23,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/UDC300674-4/2020|EPI_ISL_451020|2020-03-24,A,0.0,0.9969788519637462,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/UDC300823-4/2020|EPI_ISL_451021|2020-04-01,A,0.0,0.9969558599695586,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CDC300240-4/2020|EPI_ISL_451022|2020-03-22,A,0.0,0.9969465648854962,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CO63-215-4/2020|EPI_ISL_451023|2020-03-22,A,0.0,0.9969230769230769,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok_KC0004/2020|EPI_ISL_768612|2020-12-05,B.1.1.274,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok_YN0001/2020|EPI_ISL_768613|2020-12-05,B.1.1.274,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Chiang_Rai_MW0001/2020|EPI_ISL_768614|2020-11-30,B.1.36,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok-CONI-0417/2020|EPI_ISL_882781|2020-12-30,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CU-SI2104177-NT/2021|EPI_ISL_918166|2021-01-25,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/CU-SI2110599-NPS/2021|EPI_ISL_1278368|2021-02-02,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CU-SI2110601-NPS/2021|EPI_ISL_1278369|2021-01-19,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CU-SI2110602-NPS/2021|EPI_ISL_1278370|2021-01-22,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/CU-SI2110605-NPS/2021|EPI_ISL_1278371|2021-02-05,B.1.351,0.0,1.0,B.1.351-like,0.857100,0.000000,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 2
hCoV-19/Thailand/CU-SI2110608-NPS/2020|EPI_ISL_1278372|2020-11-14,B.1.36,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Samut_Sakhon_CFSM22/2021|EPI_ISL_1497600|2021-01,B.1,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Samut_Sakhon_CFSM18/2021|EPI_ISL_1497601|2021-01,B.1,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok_CF6199/2021|EPI_ISL_1497602|2021-01,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/Bangkok_CF6228/2021|EPI_ISL_1497603|2021-01,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/Samut_Sakhon_CFSM13/2021|EPI_ISL_1497604|2021-01,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Samut_Sakhon_CFSM16/2021|EPI_ISL_1497605|2021-01,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok_YU0001/2021|EPI_ISL_1497606|2021-01,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Samut_Sakhon_CFSM29/2021|EPI_ISL_1497607|2021-01,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Bangkok_PA001/2021|EPI_ISL_1497608|2021-01,B.1.1.396,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/Narathiwat-CONI-0720/2021|EPI_ISL_2233453|2021-05-13,B.1.351,0.0,1.0,B.1.351-like,0.642900,0.000000,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 5
hCoV-19/Thailand/DMSc-00001/2021|EPI_ISL_2346471|2021,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00002/2021|EPI_ISL_2348489|2021,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00003/2021|EPI_ISL_2348490|2021,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00004/2021|EPI_ISL_2348491|2021-05-05,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00005/2021|EPI_ISL_2348492|2021-05-05,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00006/2021|EPI_ISL_2348493|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00007/2021|EPI_ISL_2348494|2021-05-04,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00008/2021|EPI_ISL_2348495|2021-05-08,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00009/2021|EPI_ISL_2348496|2021,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
hCoV-19/Thailand/DMSc-00010/2021|EPI_ISL_2348497|2021,B.1.1.7,0.0,1.0,B.1.1.7-like,0.478300,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 11; Ref alleles 3; Amb alleles 9
hCoV-19/Thailand/DMSc-00059/2021|EPI_ISL_2350967|2021-04-07,B.1.36.16,0.0,1.0,,,,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,
hCoV-19/Thailand/DMSc-00060/2021|EPI_ISL_2350968|2021-04-07,B.1.1.7,0.0,1.0,B.1.1.7-like,0.739100,0.130400,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,scorpio call: Alt alleles 17; Ref alleles 3; Amb alleles 3
